english,analytical_skills,domain_skills,quantitative_ability,college,performance,cluster_kmeans,cluster_agglomerative,cluster_dbscan
4.05393765787741,4.190710673328167,4.293401705724534,4.189385887515703,4.318820558770089,BP,0,1,0
3.965785349873597,4.315316177781936,4.116082044059275,4.0117664947859435,4.3495464861190865,BP,1,0,0
4.340222942728079,4.185517035043095,4.2405908918576305,4.065482981506875,4.3041101372347175,BP,0,1,0
4.308877562890687,3.9723189941118715,3.9846718294771835,3.9412575729085906,4.36216400557763,BP,1,1,-1
4.096674171439684,4.250406855080898,4.2313748098161525,4.017221570187325,4.356452383554451,BP,0,0,0
4.247615123727601,4.394576517560338,4.371547563517995,4.159958032345512,4.393007787183116,BP,0,1,0
4.172091365927022,3.846991225260794,4.102458927060279,4.101661415836396,4.390573340642348,LP,1,0,0
4.317478383974964,4.461265683450145,4.051035563200711,4.102569722162514,4.333361462692601,BP,0,1,0
4.459287487851778,3.9007876400913055,4.070794640475297,4.032539705928491,4.443827035579329,LP,0,0,-1
4.066235036800925,4.334816367729448,4.318534510273496,4.293084108538331,4.4550059939931925,BP,0,1,0
4.38113926158555,3.88516744664925,3.871306914603593,4.129759149791831,4.477336814478207,MP,0,0,-1
4.394250388632854,4.422545896974029,4.431421757562677,4.243148695015222,4.3812763532831775,BP,0,1,0
4.211469166789032,4.185045083286402,4.000563758967506,3.837096601053071,4.327482447821753,MP,1,0,-1
4.104033782821728,4.075379791304754,4.35387816096482,4.076127300604601,4.292193097315078,BP,1,1,-1
4.357480966643077,4.260163586048941,4.232605626096888,4.070058552637242,4.482814210361571,BP,0,1,0
3.9176239465946585,3.915774101371809,3.7163973586226704,3.8684739129937693,4.3528552573736015,BP,1,0,-1
4.0717665806314125,4.299118557197415,3.9765681231732763,4.145503323927915,4.472019673200586,BP,0,1,0
4.253781112025324,4.39577750270821,3.9957494855896987,4.127481617807192,4.399375273008495,MP,0,1,0
4.375817014154787,4.399416242251085,4.239089258131395,4.194535051485658,4.502177235804343,BP,0,1,0
4.259310784552467,4.3651680082416116,4.302991041160292,4.198601148145534,4.437185365294189,BP,0,1,0
4.166268557723831,3.94725589568484,3.910144585920082,3.983934129470258,4.359994022809307,MP,1,0,-1
3.941400413069745,4.0908383410398965,4.273113884219136,4.062714152851691,4.533029508210409,BP,0,2,-1
4.066396200293411,4.3478886226269475,4.211424293153071,4.097234992211224,4.339467020255086,BP,0,0,0
4.078426166861964,4.249638345036187,4.363346139358427,4.271336545395384,4.50663815492382,BP,0,1,0
4.230373412734569,4.45514444280333,4.200685422212146,4.241356657602577,4.456283405280375,BP,0,1,0
4.1429967625454145,4.052136953766547,4.199411356068535,4.055303349601628,4.466329485805673,MP,0,2,0
4.1298858501456355,4.332662444626813,4.267927445614373,4.105173565304043,4.423608340540379,BP,0,1,0
4.159296141909906,4.446201399148399,4.071556317141263,4.182584836009872,4.352426164897591,MP,0,1,0
4.143055787410315,4.066362926655669,4.004898223876191,4.070022890125817,4.443631168376665,BP,1,2,0
4.256170351838509,4.117090699297539,4.0925279590622745,3.8564192799861963,4.442690471407676,BP,1,2,0
4.3010689725750595,4.435340103514539,4.2049135608149255,4.175146466101608,4.310217300677356,MP,0,1,0
4.13656290529485,4.044267719987692,4.165160350787013,4.101008544797246,4.38945729216441,BP,0,0,0
4.124259809408191,4.392125474370695,3.8071336618593077,4.441603414024888,4.4148164574968725,MP,0,1,-1
4.361186978642021,4.389958239167429,4.051553543895544,4.101489598465203,4.441238494305728,BP,0,1,0
4.079273211642101,3.9067499887325114,4.37414211060001,3.831057144180402,4.271001959761961,LP,1,0,-1
4.109168757075113,4.380657200144444,4.356362877689552,4.279048622340384,4.305190585725904,LP,0,1,0
4.029932638095108,4.193631953686129,3.9786459791460778,4.124911673125373,4.314639615972027,MP,1,0,0
4.11737404408385,4.351524847652664,4.045506669741791,4.19671361919885,4.4456663144745825,BP,0,1,0
4.210362288890977,4.452214093249412,4.532010707634636,4.248530124603672,4.453765731828859,BP,0,1,-1
4.299789769413852,4.3212559300798485,3.7297803843165194,4.274621921171072,4.352426164897591,MP,0,1,-1
4.377900414649235,4.310769445595382,4.472772066458716,4.240663895551247,4.378520495344594,BP,0,1,0
4.315029353617696,4.274921881767537,3.8572934040071294,4.096441264979227,4.312542571143296,LP,1,1,-1
4.118499942466045,4.146048951402192,4.199674398525726,4.000372906553002,4.389870788696931,BP,1,0,0
4.205458310202963,3.533488397708874,4.097207890326292,3.960884008666222,4.405295469946548,LP,1,0,-1
4.30208425327527,3.8239622018561628,4.031048315982604,3.823587829237072,4.421647908617618,LP,1,0,-1
4.27484401024927,4.260036577800891,4.289230616148607,3.9914806999192485,4.3899948043230586,MP,0,1,0
4.068701873906291,4.257842518567876,4.018208710326707,3.921761085465895,4.441081397455196,BP,1,2,0
3.906567415333185,4.375725603603229,4.304528991980363,4.092981332190871,4.411302225293765,BP,0,2,0
3.763512886686828,4.154157962896135,4.148122892967156,3.98950408143959,4.424726864205909,BP,1,2,-1
4.01697234073451,4.0060733430009074,4.103702884997154,3.7662144237655,4.500809170663349,BP,1,2,-1
4.17645037327679,3.900671704255775,4.181763444773227,3.7433031863833333,4.3418988435831025,BP,1,0,-1
4.238437468588268,4.097228952172162,4.425740678410367,4.139685891529289,4.438800715408064,BP,0,1,0
4.097738209894506,4.291453809395137,4.323361474240416,4.386176639285525,4.334017415487521,BP,0,1,0
4.196825826880872,4.359369166383544,4.229169873632723,4.174864844988881,4.350277936359301,BP,0,1,0
4.211240233848784,4.496858100783327,4.098080219540029,3.9920631619978364,4.34747832216936,BP,0,1,0
4.101756487330978,3.8611678692491647,3.6469391429424274,4.045380109667374,4.328845594703018,LP,1,0,-1
3.8170668644382064,3.9634179264210005,4.007858919244172,3.6561359333106074,4.239598641541604,LP,1,0,-1
3.9852057243724053,3.648659313085011,4.021586408559478,3.8577422051701733,4.267877612982976,MP,1,0,-1
3.7870141001510316,4.260036577800891,4.1045798299357665,3.7705454008476833,4.220781403481843,LP,1,0,-1
4.370115971157519,4.265364515831432,4.071481595950405,4.192387445957564,4.41662932938022,BP,0,1,0
3.8174128729171746,4.155386499206245,4.121122591896909,3.821122658389474,4.232462642118099,BP,1,0,-1
3.8364184896116065,4.103246923822514,4.370185934537623,4.0039795300330825,4.420044701861403,BP,1,1,-1
4.239315889222511,4.150728623989498,4.122798001544749,4.036543733734417,4.5088428223609975,BP,0,1,0
4.297968625824899,3.9277775997285254,4.113323281442211,3.9638456255165275,4.331610148759865,MP,1,0,-1
4.109375418457454,4.065777855433773,4.113495018386841,3.667650107932328,4.278423832591318,BP,1,0,-1
4.287980008779073,4.048670918521411,4.3682458831743665,4.194168533943373,4.438210036306836,BP,0,1,-1
4.197655227342653,4.052136953766547,3.803984113806287,3.8269658309264045,4.281745788216137,BP,1,0,-1
4.368791439317965,4.17211670651456,4.458663959337676,4.045852604385951,4.316153890523173,BP,0,1,0
4.232094101067244,4.119697625020123,4.223443168963456,4.133034129500688,4.4034619153939465,BP,0,1,0
4.226531143344352,4.263925418666583,4.066154929792448,3.8554093223375934,4.295015257684252,BP,1,0,0
4.0736560519315415,4.020964973519001,4.018807116855141,4.279835987109463,4.429387206033719,BP,0,2,-1
4.2381154954720275,4.2980641755122075,3.9530217470547417,3.9022642874908167,4.2615524812060075,LP,1,0,-1
4.359811009947028,4.3485202752021035,4.084663362508112,4.226501013243481,4.446877606993498,BP,0,1,0
4.221680987943063,4.034615176603286,4.145991923654735,3.759310981430298,4.326381780706431,MP,1,0,-1
4.18728913776949,4.204266501140062,4.167739798203121,4.063041162969575,4.4520190064939165,BP,0,1,0
4.1138243124364715,4.075715242953481,4.063930153635387,3.956455936676409,4.492001487882454,BP,1,2,0
4.203802733704443,4.001116778739926,4.427498897603035,3.975998613009267,4.376176220995706,BP,0,0,-1
4.13366268674733,4.009781107483431,4.272821065776413,3.821771142687026,4.35036395416504,MP,1,0,-1
4.109628897631274,3.7439412330579294,4.078531959094334,4.086683805192292,4.292648823522665,MP,1,0,-1
4.198811283501197,4.402271933089114,4.291546541179717,3.976980882132268,4.273745190588392,BP,0,1,0
4.01773886497247,4.187404626439589,4.148800726183123,3.9963105853332164,4.262492065978692,BP,1,1,-1
3.9507508072140554,4.324857075088992,4.339815576322675,4.179166737844533,4.266989824685523,BP,0,1,-1
4.027791388044754,4.152939003693291,4.287669961618612,4.146960994971369,4.203448064158762,BP,1,1,-1
3.9517350008635974,4.333105870267286,4.44590648087472,4.165103399158474,4.34747832216936,BP,0,1,-1
4.157321002560981,4.256265059686367,4.5495330640166465,4.157113374546991,4.372397085698038,BP,0,1,0
3.9420388130200315,3.9681910260816253,3.8375048149408326,3.7104718071369103,4.442886522930644,BP,1,0,-1
4.296217912020589,4.407074645972415,4.219216340027557,4.308614103540325,4.4506972320138765,BP,0,1,0
4.174350210286054,3.9388835892308443,4.029197519945858,3.8897647159478135,4.453571801836977,MP,1,0,-1
4.083924978243544,4.052136953766547,4.144188693735965,4.078175865547104,4.371386899569536,MP,1,0,0
4.244040013306682,4.244715202746767,3.8717454660408785,3.917927214883786,4.43477720005941,BP,1,2,-1
4.471455219758145,4.379995829534137,4.110109133178958,4.214472334225752,4.524863554600866,BP,0,1,-1
4.226472538812861,4.224051406035543,4.319629643442218,4.139795839190691,4.388546997497116,BP,0,1,0
4.32748789053806,4.237943777452512,4.311363288003715,4.177975124050256,4.447892399633568,MP,0,1,0
3.981776494074796,4.377251829120566,4.111158383407632,4.051070119345656,4.318243383803459,MP,1,0,0
3.9864948183670403,4.2899829144582595,4.40787277821581,4.147521537258183,4.335371689301461,BP,0,1,0
4.32139740092496,4.162420069237844,3.983567217328504,3.9816699006129523,4.333929979971159,BP,1,1,0
4.147059097893259,4.377739021264221,4.335963373959535,4.179193607107478,4.483492074362823,BP,0,1,0
4.113067282557715,4.28438876852047,3.9729821840608106,4.184309708290548,4.382443214559098,BP,0,1,0
4.151802842815078,4.169720770126991,4.215682008595527,4.188657001584884,4.4034619153939465,BP,0,1,0
4.076846844998006,4.185045083286402,3.8512875756437017,3.930651955931232,4.2367118035090225,BP,1,0,-1
4.413870894768108,4.4032220206900945,3.655529402205894,4.267477771304774,4.4316101348627095,BP,0,1,-1
4.426313417961443,4.209835004629717,4.306535066478045,4.101990980413624,4.350105878547452,BP,0,1,0
4.152530986365004,4.380409927442405,4.320363220788991,4.213137976249285,4.370712874773608,BP,0,1,0
3.9495898097657767,4.338565971543451,4.0321375921388904,3.9926633022427627,4.312140507209715,BP,1,0,0
4.504454859879714,4.307117116548879,3.758416308381788,4.202130269185766,4.296241777927956,BP,0,1,-1
4.163889177808371,3.761909609782926,3.7981555442861072,3.651925197181077,4.280040050532201,LP,1,0,-1
4.337189139380663,4.368072751723131,4.237712165436871,4.244572593118331,4.214593690373678,BP,0,1,-1
3.832823801786243,4.444367941993223,4.324776134474012,4.152698699644551,4.457945466231566,BP,0,2,-1
4.2939721615927855,4.344434851270615,4.330436325062278,4.084534964628408,4.249304438371211,LP,0,1,0
4.218467686745166,4.25005348927741,4.2512811255215395,3.9935642848274675,4.470685958608297,BP,0,1,0
4.155574800450852,4.3436837948762586,4.449348755931059,4.2713077554961405,4.333886259345946,BP,0,1,0
4.053361888178833,4.007831197601229,4.282185725630269,4.132763933621488,4.453765731828859,BP,0,1,0
3.7713553512546723,4.210976121879727,3.924197501582817,3.9451297585775587,4.240847021211102,MP,1,0,-1
4.049064053264009,4.368564435324141,4.310411555981468,4.325697910689013,4.374708253866202,BP,0,1,0
4.27562336130795,4.276804564157328,4.408512039778908,4.154633571582196,4.371471120734365,BP,0,1,0
4.065067843299607,4.049679565214593,4.549320161621462,4.37847117977422,4.424127810692517,BP,0,1,-1
4.3512907695228655,4.070767921503448,4.247143550452585,4.017922783034749,4.4168305568685735,LP,0,1,0
4.132393232731249,4.368564435324141,4.3748367827646195,4.099160513453113,4.430896160773437,BP,0,1,0
4.329539393545692,4.06578390443263,4.222827609210171,3.9841076754853337,4.36118596880203,BP,0,1,-1
4.241809914688513,3.9325610594267917,4.128382365262517,4.037522043657356,4.331785418237135,BP,1,0,0
4.1715576887405525,4.336537787044735,4.1516957409714,4.19972545717555,4.484131857611035,BP,0,1,0
4.119141898303236,4.363760176573736,4.15938096741932,4.131412072384269,4.435290902084024,BP,0,1,0
4.287371623971064,4.302641106109802,4.353394265011597,4.253749525662271,4.287532788245447,BP,0,1,0
4.108051198908252,3.94725589568484,4.0444178346268265,4.16998916159446,4.399948409307804,BP,1,0,0
3.942793266402632,3.945756533782716,4.049739436416181,3.783427484127628,4.35096587172051,BP,1,0,-1
4.226468915477088,4.460759470851133,4.44461144856238,4.3395566131437215,4.423168578005057,BP,0,1,0
4.187441269415531,4.149505474824581,3.998753290762226,4.059589352846849,4.416105948326744,MP,1,2,0
4.1557981491349105,4.277078826102099,3.9455996643081725,4.004385210290583,4.298916727950875,BP,1,0,0
4.28652632383352,3.7726714872188083,3.9843481319939578,3.822183057504573,4.4927850553933,LP,1,0,-1
4.33643386170926,4.277881589363895,4.220283112831432,4.0212149497223795,4.497139441774386,BP,0,1,0
4.120730379422642,4.462161367428056,4.263303455744527,4.4695329555068355,4.527280713993385,BP,0,1,-1
4.0378641614771436,4.237943777452512,3.9689027990361456,3.964042794947314,4.420846626523463,BP,1,2,-1
4.199364350785486,4.333421821300746,3.8312424923192925,3.892020579967898,4.495801648932726,BP,1,2,-1
4.089298078887149,3.9754058949919706,4.353664418669707,3.7828936710390697,4.413323407969065,MP,1,0,-1
4.101534520223807,4.075953285454774,4.524012509988099,4.246041583594434,4.414453488405755,BP,0,1,-1
3.9669064203129487,4.146128497908993,4.267007819654606,4.18600110406844,4.379105706246218,BP,0,1,0
4.254938167580497,3.7673050256817477,4.072765555693482,4.08661925607939,4.3090078127703775,MP,1,0,-1
4.230327591945877,4.3436837948762586,4.065207132910066,4.085647206828125,4.48679947768596,BP,0,1,0
4.193068610413036,4.29364406215512,4.528351072484136,3.9105207342515236,4.475023534848246,BP,0,1,-1
3.992046562622982,4.283318732695595,4.249585869386755,4.223311961598752,4.372439154649055,BP,0,1,0
4.181393408416474,4.290328332866492,4.164290049236329,4.016889666773343,4.311604170377336,BP,0,1,0
4.326891840964027,4.274451884257971,4.479661566820366,4.371019854659964,4.4492957992089845,BP,0,1,0
4.17091348247797,4.115257337518881,4.520361103449673,4.400838434073009,4.402849982687447,BP,0,1,-1
4.013904813970855,4.031865584946546,3.877033790210296,3.7763439668057543,4.2878533084066195,LP,1,0,-1
4.158416524291941,4.1323780563556545,3.9257876173992723,3.9328692577143296,4.427637145925934,MP,1,0,0
4.157079330023939,3.618552720057416,3.999059042296399,3.9230884521177454,4.411261759942216,LP,1,0,-1
4.045467850327284,3.676795417456737,3.56813091731163,3.9926381040561525,4.430856480595665,BP,1,0,-1
4.309569109427653,4.1569007227284125,4.113953234016856,4.003144242503957,4.331610148759865,BP,0,1,0
3.900721128685727,3.9514574472630484,4.117581604833877,3.883964959096318,4.4234884244814765,BP,1,2,-1
4.117756048320342,4.20245178830657,4.242316519007565,4.4751253282927514,4.307123474647198,BP,0,1,-1
4.397126487385885,4.251231308774672,4.177424584051553,4.062832897073992,4.370291378455461,MP,0,1,0
4.006129084098721,4.265096933585924,3.91031555209624,4.194158034049123,4.282206299391671,BP,1,0,-1
4.271273972065952,4.421803627462138,4.331369197219636,4.20398353467456,4.348943713346165,BP,0,1,0
4.38093183363574,4.366519791542002,4.42136357356527,4.251153356444149,4.470914721763176,BP,0,1,0
4.194643143310073,4.389958239167429,4.402913078576246,4.097937498911764,4.39156433915437,BP,0,1,0
3.820174016175324,4.237943777452512,4.023172928148908,3.9263824360963957,4.3943256902608985,BP,1,2,-1
4.0883636159030745,4.059944745889303,4.104714142741222,3.9969143094955064,4.367758662876176,BP,1,0,0
4.188174791898404,4.118354120714148,4.345017388700726,4.030961071286307,4.444414407108697,BP,0,1,0
4.4356744959039665,4.482324407836327,4.50735786635311,4.315455808471699,4.406312660554037,BP,0,1,-1
4.4276321484105345,4.4309067068294,4.16380133796516,4.2104298958854445,4.415098675734075,BP,0,1,0
3.9353694575702214,4.191884475612852,4.11793371467842,3.684373965067789,4.403339558805912,BP,1,2,-1
4.413860591871124,4.295952071107233,4.0507764722045385,4.150266650196013,4.266615783162554,MP,0,1,-1
4.221513280541138,4.279838070934994,4.140713927805193,3.8351233807648417,4.426003646887437,LP,0,2,0
3.9682644655528345,4.343427207348062,3.9658918749942114,4.219293120207293,4.2895914846744505,BP,1,0,-1
4.114123316903643,4.158710359799098,4.144271128036168,4.239865927770083,4.239934897098993,BP,1,1,0
4.283935803035183,4.331642862125843,4.205917747144153,3.9181397493729118,4.379815859376717,BP,0,1,0
4.141520213527737,4.284116504376869,4.126292536752959,3.9624908248298665,4.462453883786496,BP,0,1,0
3.9942608504356376,3.6373572138008927,4.418172549422633,4.028856973576054,4.416025403846011,BP,1,0,-1
4.096303151476129,3.8254363890806475,4.040363414395054,3.8714499253876307,4.485860986335662,BP,1,0,-1
4.10026105538784,4.367339246978454,4.056765578923526,3.959306420969316,4.4156225841023975,BP,1,2,0
4.052219900035251,3.977500945364404,4.326292455625868,4.012850322358977,4.362503968185018,BP,1,0,0
3.9960132685557213,4.28738969683674,4.202271569557331,4.05270878432626,4.41150452749348,BP,0,2,0
4.024781442953956,4.272760274965618,3.7498879127981,4.06045462031435,4.2470179609305445,MP,1,0,-1
3.9039367778527136,3.4686967029707203,3.991047616224857,3.9597625248597814,4.34428149898717,BP,1,0,-1
4.015143271221658,4.3935647872296375,4.064201686078792,4.277517282803374,4.324309241104458,LP,0,1,-1
4.422535777055713,4.413257071057525,4.187721788644048,4.372950185521938,4.529584199031496,BP,0,1,-1
4.118467953851672,4.23479049570036,3.955991169915803,4.156878470601208,4.278608675475393,MP,1,0,-1
4.2939721615927855,4.35052432621799,3.9121262128466854,4.178870477715964,4.435883307464592,BP,0,1,0
4.159554835897722,4.279068277666397,4.313368748007407,4.168520746472775,4.522621563352932,BP,0,1,0
4.173588440707516,4.07736689836135,4.158546376481176,3.8682715136050443,4.28588277412098,LP,1,0,-1
4.085675755047353,3.854926585338986,3.923505326312664,3.8818968566822596,4.424087861029087,MP,1,0,-1
4.187311591858565,4.245827329982072,4.119543844584527,4.059236217136897,4.439115601658009,BP,0,1,0
4.094313572952335,4.565863782969428,4.172674846026208,4.248841872009888,4.430499288124659,BP,0,1,-1
4.210896577066654,4.289519944183862,4.1008504139213375,4.188347034899048,4.249589880808925,BP,0,1,0
3.934442395693318,4.291837480247899,4.205134866855667,4.139886402885809,4.262163311719537,BP,1,1,-1
4.055643209694051,3.992025135948035,4.099314352551974,4.302727572728461,4.457829598089382,BP,0,2,-1
